Player,Pos,Age,Tm,G,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,ORtg,DRtg
Steven Adams\adamsst01,C,26,OKC,63,63,8.2,13.8,.592,0.0,0.1,.333,8.2,13.7,.594,3.4,5.8,.582,6.0,10.9,16.9,4.2,1.5,1.9,2.7,19.8,122,106
Bam Adebayo\adebaba01,PF,22,MIA,72,72,8.9,16.0,.557,0.0,0.3,.143,8.8,15.7,.564,5.3,7.7,.691,3.6,11.3,14.8,7.4,1.7,1.9,4.1,23.1,116,106
LaMarcus Aldridge\aldrila01,C,34,SAS,53,53,10.7,21.6,.493,1.7,4.3,.389,9.0,17.3,.519,4.3,5.2,.827,2.8,7.9,10.7,3.5,1.0,2.4,2.0,27.3,115,112
Kyle Alexander\alexaky01,C,23,MIA,2,0,3.8,7.5,.500,0.0,0.0,,3.8,7.5,.500,0.0,0.0,,7.5,3.8,11.3,0.0,0.0,0.0,3.8,7.5,96,116
Nickeil Alexander-Walker\alexani01,SG,21,NOP,47,1,7.7,20.8,.368,3.6,10.4,.346,4.1,10.4,.391,2.0,2.9,.676,0.7,5.9,6.6,7.0,1.3,0.6,4.2,20.9,93,113
Grayson Allen\allengr01,SG,24,MEM,38,0,7.6,16.3,.466,3.7,9.2,.404,3.9,7.2,.545,2.5,2.9,.867,0.5,5.0,5.5,3.4,0.7,0.1,2.1,21.5,114,115
Jarrett Allen\allenja01,C,21,BRK,70,64,7.7,11.9,.649,0.0,0.2,.000,7.7,11.7,.658,4.4,6.9,.633,5.5,11.6,17.1,2.8,1.0,2.4,2.0,19.8,132,106
Kadeem Allen\allenka01,PG,27,NYK,10,0,7.9,18.3,.432,2.1,6.7,.313,5.8,11.7,.500,2.9,4.6,.636,0.8,2.9,3.7,8.7,2.1,0.8,3.3,20.8,106,114
Al-Farouq Aminu\aminual01,PF,29,ORL,18,2,3.2,11.0,.291,1.2,4.6,.250,2.0,6.4,.320,2.4,3.7,.655,3.1,8.1,11.1,2.7,2.3,1.0,2.2,10.0,88,108
Justin Anderson\anderju01,SG,26,BRK,10,1,4.4,16.8,.263,2.7,12.8,.207,1.8,4.0,.444,0.9,1.8,.500,0.4,8.8,9.3,3.5,0.0,2.7,1.8,12.4,78,109
Kyle Anderson\anderky01,SF,26,MEM,67,28,5.5,11.6,.474,0.8,3.0,.282,4.7,8.6,.541,1.8,2.7,.667,2.0,8.0,10.0,5.7,1.9,1.3,2.3,13.7,109,109
Ryan Anderson\anderry01,C,31,HOU,2,0,6.6,23.1,.286,3.3,16.5,.200,3.3,6.6,.500,0.0,0.0,,0.0,23.1,23.1,6.6,3.3,0.0,3.3,16.5,78,98
Giannis Antetokounmpo\antetgi01,PF,25,MIL,63,63,16.3,29.5,.553,2.1,7.0,.304,14.2,22.5,.631,9.5,15.0,.633,3.3,17.1,20.4,8.4,1.5,1.6,5.5,44.2,116,97
Kostas Antetokounmpo\antetko01,PF,22,LAL,5,0,7.1,7.1,1.000,0.0,0.0,,7.1,7.1,1.000,2.4,4.8,.500,4.8,2.4,7.1,4.8,0.0,0.0,2.4,16.6,153,115
Thanasis Antetokounmpo\antetth01,SF,27,MIL,20,2,8.5,17.0,.500,0.0,3.5,.000,8.5,13.5,.632,2.5,6.0,.412,4.2,4.2,8.5,5.3,2.5,0.7,4.2,19.5,98,103
